type,time
a,0.976859587
a,6.393765514
a,0.598358206
c,17.85820359
b,2.035780434
a,5.527335359
c,0.775129544
b,1.751628969
b,23.4709067
a,2.022886657
a,4.725878793
a,5.228697979
c,11.47899414
a,1.524254214
a,0.78029081
a,1.023576903
b,1.043533474
a,5.095557985
a,1.185983575
c,8.089631433
a,0.064989077
a,6.137740843
c,6.74105024
a,5.057725697
c,44.26102925
b,1.311978605
a,4.185596251
a,6.882084776
a,5.16784973
a,5.464275945
a,3.924841676
c,7.66662013
a,12.25174085
c,17.44975107
a,1.46837397
b,0.231583985
a,0.569455144
a,0.870444623
a,0.561985388
b,3.963008478
c,4.828322106
b,5.208355781
a,11.71666159
a,2.386500563
a,5.149663235
b,17.9829372
b,5.14924119
a,8.789293887
b,2.094914462
c,11.42722696
a,0.831934783
a,4.274311287
b,1.977776043
a,0.074648904
a,7.187337911
c,4.053214104
c,9.106255229
a,0.312752854
b,3.297583044
c,12.19239566
b,0.633147501
b,17.96307178
a,4.203224141
a,2.254326283
b,1.020793915
c,9.867367574
a,1.988550338
a,1.128280405
b,3.190915722
c,2.063980936
a,0.54256917
a,12.79195967
b,1.869898692
b,4.77666549
c,12.10502261
a,4.347542833
a,1.408309315
a,7.708539404
a,0.541737731
c,3.709394229
a,16.21347323
a,2.60128614
a,6.499265278
b,5.921952469
c,2.514072559
a,4.427337997
b,2.660147798
a,23.3386519
a,0.599761446
c,12.96926277
c,2.515610094
b,36.89671936
a,1.191725254
a,1.923043134
b,18.82805698
a,12.43243891
a,4.548229038
b,8.095387989
a,6.829691469
a,23.58703643
b,2.738369916
a,0.828692599
b,3.683126185
b,1.540798493
c,5.893374933
b,14.65128165
b,23.25337468
c,13.53843553
b,3.670653388
a,2.310054666
a,2.158725897
b,10.52522758
a,14.79437876
c,9.796849815
a,1.646946299
b,3.595793281
a,0.972271969
a,8.728487789
b,5.80270385
a,2.061122751
a,2.878288298
a,7.104926488
a,6.811975799
a,3.912386092
a,0.215854396
b,14.90796021
a,1.903586239
b,13.40540934
b,0.954271
a,2.57380998
a,1.696712952
a,12.81342213
c,5.276405299
a,3.352384982
c,30.10654598
a,4.624058143
a,11.49033359
b,18.21709596
b,29.81615999
b,7.263294275
a,12.68124232
b,0.025901828
a,5.918923248
a,2.640910463
a,1.515952516
b,15.28041157
c,28.28734902
c,3.538062079
a,3.960900631
a,5.785143622
a,9.091349638
c,4.847376893
a,11.0998466
c,36.51144133
b,0.081089321
a,7.465762775
a,11.26644283
b,2.539573953
b,0.000735208
b,1.617579794
b,0.49314633
b,18.17520939
a,11.84276891
b,1.133510188
a,4.024427276
b,4.861525986
a,3.479600767
b,2.867991395
a,6.571641196
b,2.133456013
b,4.729498744
a,11.39005622
a,17.0424537
a,5.830876236
a,2.915229064
a,0.700479485
b,9.132659152
a,1.648858113
a,13.75254421
b,4.376480058
a,2.642587838
b,21.99970077
b,20.49906016
a,8.599062981
a,2.932738485
b,1.558244232
a,1.536339107
a,0.275342885
b,3.690806892
b,10.52107408
a,1.193951168
c,3.82051487
a,7.164335441
a,12.84696885
b,12.1881277
a,12.95456414
a,0.474469485
b,1.350279704
b,8.698794284
a,9.909465769
b,0.736012876
a,1.673290944
b,1.159089159
a,2.989519034
b,1.450330779
a,3.01434837
a,2.604157378
b,0.271343892
b,17.85731609
a,4.239903615
a,4.193774006
c,3.226394719
b,5.291789696
a,1.166877202
a,0.111571463
a,0.196440415
a,2.110715872
b,8.659988247
b,47.62483299
b,1.414397899
a,5.560287853
b,15.60306072
a,7.315221884
a,3.408384111
b,4.546810575
a,6.53591888
b,15.69906075
b,0.061886456
a,3.464962365
b,0.186414818
a,3.691581259
a,6.174584911
c,14.64773855
a,4.466806034
b,12.63484946
b,3.628987361
c,7.528322711
b,36.9943724
a,3.359521274
b,15.65572821
c,0.056903335
a,4.650641801
a,0.628887434
a,0.112774575
a,1.765576282
a,1.163400661
a,9.545936109
b,4.250413246
b,18.07534696
b,11.05417263
a,0.835728534
b,6.178449653
a,1.082366458
a,0.117313286
b,2.535179269
a,1.84556768
b,0.107829815
c,9.390114555
c,2.142342636
b,10.23544613
a,1.679040501
b,6.904146783
a,0.573312162
b,0.536838084
a,1.796712823
b,0.190010015
c,3.932052983
a,10.25078402
c,0.844838555
a,13.17294332
b,6.96905169
b,2.241519667
a,2.430181731
a,14.33775807
b,1.038184617
c,13.50446132
a,2.037602551
b,9.386932261
a,0.413826207
a,1.21541933
a,13.45812174
a,9.897114373
a,2.877245785
b,5.382613923
a,7.3331061
a,4.03292074
b,2.123416655
a,11.19400318
a,18.39405623
a,14.39661074
a,2.018560731
a,14.27453261
a,2.171553182
a,0.159483403
a,5.34936177
b,7.621384121
b,2.680974782
a,5.650884728
b,0.928301487
b,21.35275163
a,6.411031671
c,0.749202659
b,3.720620181
c,1.433607377
c,17.10114248
c,8.504801355
a,10.1138092
b,11.03296959
c,1.617318786
b,14.34061685
c,5.624908158
a,2.555910682
b,2.389576325
a,1.994266517
a,9.539960799
b,6.169691892
c,6.905028168
a,2.173740128
a,0.388984203
c,13.94357828
a,0.448817197
c,1.588295021
b,1.317780741
a,4.759453055
b,22.2160635
a,1.312982365
b,4.014704008
b,2.143882561
a,2.518938975
a,4.607242024
b,1.918172099
b,4.833292056
a,0.3281413
a,1.740316995
c,6.9210942
a,3.021089381
b,0.707659744
a,2.5795379
a,16.10308587
a,0.135254213
c,3.37326332
a,2.16273632
b,1.7420322
a,2.126005681
a,0.888444775
a,1.569760896
a,3.74588395
a,2.363850055
a,1.183418152
a,7.094773029
a,6.532748565
b,15.94756745
c,7.069895267
a,0.078807243
a,0.453838541
b,25.51258027
b,7.116844171
a,10.6666408
a,2.091379436
b,0.706906229
c,6.141148558
a,12.86433768
b,9.866629026
a,4.982524449
a,1.939326187
c,0.925917961
b,7.570677623
a,1.005218946
c,16.96627401
a,1.177274832
c,8.164911931
c,11.05349842
c,36.97622707
a,1.909952107
c,2.043873128
c,1.917744805
b,15.17889105
a,5.928432215
a,17.10114621
b,12.47222766
b,2.806116142
b,0.392859403
a,1.732628767
b,4.169600632
b,1.675431095
b,5.133350272
c,11.70082523
a,9.620438459
a,1.996889263
a,7.592186816
c,3.917382574
b,10.20000534
a,6.450519161
a,14.80387263
b,4.216553777
a,6.112875687
a,3.681670217
c,1.969117611
a,0.565211589
c,14.24278345
a,1.289812424
b,0.005530801
b,16.33988796
a,10.74733731
a,2.635620467
a,13.36755342
c,3.644568631
a,1.957826888
b,13.35308693
a,8.163867248
b,4.039501488
a,5.891070384
c,1.911400324
b,26.03882348
a,0.627382341
a,15.21208718
b,15.50241084
a,0.706864563
c,3.615353904
a,2.056663942
a,10.27129085
b,1.756805066
b,0.354161616
b,10.47515468
b,1.547561787
a,15.06213548
a,2.121594283
a,10.48762882
a,2.330071107
a,3.946555135
a,9.360515801
c,5.821573585
b,19.2211812
c,16.83923712
b,2.880293268
a,3.20136084
b,0.422320015
b,1.821544867
a,0.359842659
b,12.89001883
c,3.86108567
a,0.361157665
b,18.686985
a,10.03739905
a,0.17837279
b,1.179964777
b,4.388265304
a,4.802142516
b,4.519435339
a,12.39714348
a,3.369881699
a,0.056994279
a,10.77386305
a,0.18912077
c,15.23151578
c,1.335312283
c,3.784665055
a,1.466555175
b,13.71167
c,6.808310444
c,1.893216448
a,3.985243267
a,5.182703296
a,9.498099731
b,8.897315477
b,22.05172132
a,2.773276386
a,1.474815742
b,15.38845187
a,19.23140037
b,1.436654627
a,10.05836427
b,42.40131214
b,28.12559895
b,24.49477178
a,3.363051862
c,11.36593156
b,1.79005335
c,43.04373283
c,0.858603716
a,1.219907207
a,0.42589955
b,6.34189941
a,13.75103804
b,10.9854807
a,9.058696078
a,0.587315983
c,11.65235048
a,2.152993828
a,0.10631623
b,5.867419708
b,18.23204013
a,0.877234638
b,18.08674119
a,0.838997706
a,7.68114631
c,6.874152287
b,26.72059744
b,0.777833734
c,12.5374243
c,15.27044966
a,5.205026138
b,7.320989191
b,8.432620555
a,0.080115385
a,7.571871047
b,14.70888135
a,0.4404813
b,7.56203299
a,1.940436656
c,2.188498024
a,12.85563708
a,2.302664639
b,6.248389057
b,5.044627428
c,6.045869784
c,32.6734449
a,1.921296231
a,3.029147778
b,50.75370584
a,12.70211599
a,2.512071352
b,1.468638341
a,0.446664668
a,8.832991596
c,8.912898628
b,3.693300329
b,1.869808778
b,1.372259934
a,10.18586033
a,5.103190822
a,5.348991938
b,2.992916863
b,21.48777799
a,4.846697296
a,0.378304502
b,4.11678217
c,0.333060264
a,7.997758751
a,3.969184379
a,4.685481732
a,15.58925656
b,10.32656039
c,2.042403953
b,14.41552682
b,4.041201595
b,4.01284156
b,2.651506804
a,2.981030743
a,1.050780027
a,0.644062108
a,19.59995578
a,2.321865866
c,5.199270973
a,7.700745169
a,5.627872706
a,1.854332425
a,2.775055482
a,0.364676751
a,14.57148971
a,1.853082472
a,3.165964198
c,13.22143571
a,3.187925334
a,3.769910536
b,17.93317001
c,5.872841338
b,4.167641822
a,5.916002025
a,0.725300043
c,0.5396079
b,4.537030276
b,6.200119458
b,9.706144385
c,7.581889554
c,9.812917709
a,1.153954908
c,3.453225913
b,3.327746218
b,1.126991563
b,7.712658442
b,18.2151881
a,0.505899238
b,6.263208821
b,25.7210174
b,3.790680707
b,16.42721228
b,8.125244919
a,9.885195065
a,8.785397233
c,13.51818704
a,0.308294384
a,7.476052418
a,0.791595967
b,6.105676531
a,1.354140907
a,5.511522749
a,6.778227868
b,15.95972702
a,9.395714141
c,11.79767629
b,0.681157429
a,0.00502232
a,2.987747195
b,1.557191312
a,3.582944078
a,15.29591065
a,2.450896492
c,11.84529926
a,10.83934977
a,5.729603067
a,1.921203909
b,7.031473249
b,4.753261298
b,4.992949776
a,8.035524105
b,10.6254183
a,0.010834674
a,0.453992173
b,15.7905074
b,4.781887777
b,3.288981862
a,2.221118545
a,9.744496122
c,12.5764014
a,0.467176974
c,3.066828526
a,13.84670849
a,7.338096359
c,11.99062826
a,0.661400855
a,5.120271863
b,0.291846044
b,11.78280669
a,6.122184712
c,20.73628465
a,10.11548986
b,12.24001999
c,5.675931526
b,10.18497141
a,0.368736694
a,8.472897466
c,3.258135733
a,1.537047703
a,5.973823131
b,0.899906773
a,4.727476134
a,1.82621361
a,13.80857387
b,14.83875291
a,2.38647511
a,9.412723742
b,5.176181376
a,5.455446834
a,2.794799552
c,1.23938157
a,2.392263997
b,8.076127682
c,3.957505454
a,1.016906917
c,10.05055685
a,4.771480951
b,12.2903094
a,1.89346774
b,17.53517656
a,11.55812868
a,5.818823399
c,1.170483772
b,15.64220378
b,20.31798278
b,1.84289741
b,8.72507137
a,8.392546152
a,1.762221965
a,1.600019436
a,2.474122925
a,6.640386111
b,6.967201277
c,6.591675538
b,0.274434023
a,7.884183758
a,2.230827628
a,2.669069783
c,31.78986475
b,0.495858178
a,4.061455462
b,20.47479774
a,4.836118069
a,4.609221844
c,2.309341445
c,1.702527651
b,9.534996144
a,0.394410789
a,8.603084804
a,2.39906121
a,6.969608888
b,4.167613316
b,4.571484584
a,4.046737356
b,1.030085861
a,1.648980754
c,0.043426568
a,9.067672286
a,0.451536248
a,4.901644354
b,9.662508651
b,0.995498899
a,5.782559169
a,3.964240085
a,8.3322749
b,3.195334896
a,1.773945193
a,4.609464705
a,4.08486691
b,1.71785639
a,3.930610404
a,2.482943237
a,1.263921275
b,6.573319971
b,1.689402809
a,6.99883962
b,17.91781823
b,3.738337792
a,1.412667665
c,33.75193089
a,6.51414698
a,5.101484429
a,19.2102852
a,0.830214943
a,0.477671898
a,4.294090523
a,4.417883362
a,0.402189809
b,19.21213977
c,9.449811456
a,1.743441108
b,0.691843785
c,7.506329967
c,19.57054616
c,4.474461367
a,0.55358337
a,1.799227297
a,8.728039814
b,7.903383101
b,5.740218132
b,8.116193726
b,14.56727771
b,2.938352155
c,26.85863932
a,0.882986352
a,3.663668274
c,28.88402469
a,14.35400136
b,5.830354876
a,4.680594021
b,24.26162027
b,15.77773358
a,1.661599611
b,2.241002486
a,5.661412743
b,5.397739004
b,9.884794883
a,3.074733753
b,6.836659742
a,1.791638348
a,1.351394223
b,10.27305348
b,18.71400662
b,19.03480093
a,0.909200379
c,4.073457401
b,6.142777726
a,14.37626511
b,2.469267614
b,10.23955245
a,1.286483634
a,7.59293709
a,4.37097006
a,0.127183576
b,8.24543903
a,5.29007642
c,2.629368189
b,4.655966246
a,0.064943451
b,1.157722476
a,1.642608482
b,0.139254916
a,0.191828965
b,12.19462364
b,9.447824329
a,4.130943082
a,12.7064859
c,5.301077752
a,2.097013355
a,6.034454619
b,4.412187437
b,21.74213357
b,2.185913627
b,14.61181486
a,4.782556742
a,4.101988702
c,2.421444543
a,2.947495089
b,1.746772893
a,0.699392254
a,1.340066883
b,2.731733866
b,2.113466701
b,12.47674586
a,4.299181616
a,3.623057483
b,3.837842543
a,6.750847124
b,14.53922285
c,2.599076726
b,6.260999115
b,0.395944414
a,1.906647803
a,23.59694505
a,5.82128549
a,0.602907951
b,1.387560798
a,1.166751003
b,2.290654086
a,0.71539548
a,2.296990145
a,2.74120722
b,6.948854513
a,2.653740002
c,2.29888506
a,4.593731453
b,13.97639142
a,2.583658069
b,15.48519726
b,5.387446448
b,14.17278337
c,18.90006807
a,0.924094216
b,1.605755214
b,9.148795841
b,3.469378848
a,5.729263248
a,12.43083831
a,6.469256338
a,5.236014616
a,1.74256023
a,8.096336159
a,5.846528578
c,3.818899391
c,18.34889497
c,2.225130421
a,1.553717011
a,7.030635983
c,9.279817314
b,7.958658792
b,2.861224376
c,37.43960637
b,9.838902719
b,0.237506804
b,3.771779291
b,10.72363041
b,13.02291135
c,3.052351209
b,1.418604549
a,5.047911812
a,9.586841315
b,0.122805133
a,6.135135311
a,1.016835736
b,7.222221009
c,0.905144503
c,6.479951744
a,1.900572297
b,8.553993545
b,1.605563931
b,0.854249075
a,2.905780245
b,16.0967934
a,13.4589984
c,16.88672902
b,2.836629711
c,2.638817108
c,9.312694668
a,2.955929381
a,4.988708613
a,0.379487125
c,8.427619524
c,7.765553551
a,5.866028936
b,1.73269498
a,1.126437425
c,7.203429117
a,0.590010183
a,3.605322302
b,11.15427954
a,8.240706287
b,12.88342063
b,6.053263142
c,6.216423642
a,5.984780811
a,2.509200484
b,3.613614127
c,3.089446467
c,20.50414823
a,5.531472941
b,3.611185748
a,0.64783783
c,17.04858376
a,3.075951575
a,1.541842244
a,1.286791018
b,5.340600871
a,2.542036767
b,8.392476678
c,6.319303066
b,6.702469609
b,0.239530569
a,4.526524101
a,2.152041097
c,0.61075564
c,25.99944299
a,0.815658334
b,2.503826208
c,6.048048977
a,4.54151649
b,14.90811989
a,35.38188052
a,4.863777212
b,19.52531795
a,6.54763645
b,0.570025868
b,4.606375411
a,0.065697995
a,7.774586975
b,6.748772316
a,8.047754815
b,1.850930007
a,11.11534906
c,3.347281488
a,1.167725914
b,4.864625409
b,2.429968333
a,4.717696402
a,1.079680591
a,11.81728124
c,4.465644462
a,4.462915091
a,25.49578571
c,5.141572692
b,2.197957076
b,5.075333845
b,0.219299312
a,0.556034271
a,0.579398302
b,17.3593937
a,4.724577734
a,4.262934682
a,5.02457268
c,10.45070544
a,2.340091919
b,0.459523845
a,1.776640995
b,13.05733054
b,5.350280553
b,34.76440967
a,0.974476922
a,4.994077105
a,2.565779956
c,9.863178115
a,4.796751595
b,5.415031403
a,1.234963846
b,11.25701156
a,4.531999184
b,0.408396516
a,6.187219289
a,2.87166263
c,4.271977753
b,7.072587788
b,3.753613673
c,11.76152127
c,23.43177879
b,4.086038929
b,16.67547891
a,0.5239783
a,3.056318413
b,2.399699571
b,10.77063106
c,5.543509505
c,0.644154032
b,4.307640553
b,12.79071706
a,2.740785691
a,4.814161182
a,1.546550984
b,0.076912955
a,0.667076071
b,11.95695631
a,1.558546058
b,3.450125948
c,3.986690114
a,4.608275033
b,2.352504279
a,1.490852882
b,0.594766587
a,7.177734887
b,2.331691105
b,4.659052864
a,14.26481321
c,40.95151206
a,6.306096668
b,1.161200453
a,10.40700516
a,2.185307781
b,9.412775479
a,0.801020306
a,12.84933797
b,2.320909781
a,1.949632282
a,10.86865111
a,0.065267949
a,8.396055573
b,3.26580026
b,0.057290722
a,2.025483411
c,14.30714715
c,8.390717925
c,1.818260071
a,4.910379592
c,7.452814029
c,3.549189479
a,0.673969324
a,14.15457484
c,0.729415896
a,9.664137831
b,6.627619981
a,4.145696045
a,10.63478482
c,4.316890459
a,4.167824825
a,6.126809357
c,8.67087217
a,0.141716127
b,1.927069645
a,3.960950872
a,1.856647357
b,5.42108807
c,12.68231532
b,43.47340716
b,10.62414595
c,30.74229948
c,14.37689692
b,0.36754616
b,6.823135599
b,2.98166253
a,0.212281846
b,9.262305066
b,0.179747332
b,7.236140936
a,12.97899133
b,3.030078616
a,2.962633448
b,6.389927897
b,11.08907071
a,0.455709663
a,1.164501103
b,5.237236906
a,0.389954786
a,1.171895708
a,1.471407751
a,2.909169998
b,1.051412121
a,0.17834971
a,1.16657779
a,10.19514642
b,10.15882695
b,12.51853664
a,3.787309481
a,1.934728036
a,0.778942765
a,1.513091542
a,1.504419933
c,14.66216963
b,6.376326717
a,1.727101351
c,18.62451484
c,2.91553752
b,3.349180471
a,2.621164271
a,2.80794567
b,7.746572479
a,5.815820331
a,12.81058446
b,31.4578015
a,6.358594363
a,6.657754415
a,8.331683302
a,2.032171304
a,2.071498767
b,4.253371578
a,0.388998812
b,1.139056899
c,30.30358538
a,2.514783986
a,3.718301359
b,8.904007002
b,12.69050829
a,2.73702017
a,1.763478791
b,0.438320022
a,6.524971602
a,8.450710523
c,2.252608892
b,6.121301591
a,4.609452164
a,3.738335904
a,11.06925915
a,2.916200915
a,0.396774304
c,0.47322649
a,0.989942129
b,8.117306895
a,0.547745111
a,4.258255279
b,14.61151175
a,3.134464412
a,1.098993255
b,14.21399076
b,12.50907093
a,12.52135896
a,7.613211702
b,5.477735817
a,2.480962663
b,8.519365377
a,1.833451851
a,3.684200803
b,12.74758522
a,0.961061744
a,0.206949838
b,4.254293866
a,2.995034768
c,12.52893516
b,12.5579543
a,0.038819117
a,8.231078274
b,1.482206757
a,9.155592989
a,7.909418987
c,10.03541502
a,2.801818457
c,7.077791203
b,4.313672397
a,1.843206442
a,1.255030865
a,3.814501362
a,5.495514278
a,13.33592373
b,0.03303523
a,4.131123927
b,2.047478553
b,1.730881639
a,2.061079438
a,20.375357
c,35.86309096
a,5.547451405
a,4.790259087
b,16.73450501
c,2.580316949
c,1.243807371
a,0.971064318
a,2.621761758
a,12.69356982
b,0.547461767
c,0.643992038
a,4.923633202
c,21.94442006
a,1.374851007
b,17.71925692
b,9.897528156
a,0.721584884
b,8.204955704
c,5.01449333
a,3.591875014
a,8.414808549
a,0.846546611
b,7.676523752
b,5.594355826
a,3.256618839
a,0.493934804
b,3.485190269
c,4.514361867
a,5.098121976
a,6.481054099
a,1.465779056
a,6.355344206
a,3.336548326
b,12.01419492
a,5.128097781
b,9.504378289
a,8.620157172
a,6.347488011
b,7.021665506
c,8.139885227
b,0.01559167
a,1.937554339
c,1.568865673
a,1.52103577
b,17.59081806
c,4.737458336
b,4.782600107
a,2.923427189
c,6.535274368
a,0.784616084
a,1.817440162
a,4.630301604
c,14.49127396
a,4.999156525
a,3.355303819
b,2.179146498
b,1.117440347
a,2.811687554
b,8.501642353
b,7.034159131
c,29.77891214
c,14.34279975
b,0.852297403
b,4.519029561
a,10.84076493
a,0.126645569
c,0.011682534
b,4.28240262
a,0.337457024
a,29.30680208
a,1.322338148
b,1.087893024
a,5.856648297
b,2.733561471
b,2.199035875
a,2.150637054
c,17.03645289
b,6.737173388
b,3.768619841
b,26.47918874
a,10.2854115
a,0.12758781
b,0.63861442
a,4.421868119
a,0.94711056
b,11.07429472
a,0.91443829
c,1.277460349
a,1.916611348
b,3.329056486
b,12.70011125
a,0.984192269
a,17.35467995
a,10.41504578
b,10.57011615
a,6.882403055
b,5.156866312
a,6.689405921
b,3.54829016
c,11.79470006
a,9.895490743
c,6.359773367
b,31.94631032
c,24.26954532
c,26.39208445
a,1.888994887
b,2.684238654
c,36.4466696
b,6.619147762
b,18.17062147
b,4.303375825
b,0.833448332
a,0.980223521
b,9.158877035
a,0.821412057
a,1.463801772
a,2.949551356
a,10.83537259
b,15.61887561
b,2.980736692
a,2.833044624
c,7.842650827
b,0.298450835
c,10.2570708
a,3.726720709
b,15.49560635
c,4.125646648
c,12.45368283
b,14.1365363
b,44.19185389
b,3.093216766
a,4.541483931
b,4.127448026
b,3.910657313
b,12.61240099
c,23.16788183
b,0.942301661
a,1.517882263
b,5.507535908
a,11.47797373
c,10.2893522
b,7.819810626
c,0.3031435
a,1.868560519
a,9.168321015
a,10.62662112
c,14.41131591
b,10.56326394
a,6.292005568
a,1.424105482
a,8.42763287
b,18.2781591
a,0.007664256
a,3.044164467
b,8.89987719
a,4.861246051
c,6.139199245
a,0.403800069
a,3.990162732
b,4.489029899
a,14.89730903
b,0.649439576
a,2.68601987
a,8.691144557
a,7.392258341
b,5.240336288
c,2.082342701
b,1.535319291
c,15.86929807
a,1.056311193
c,1.371977301
a,3.417826782
a,4.582985644
a,0.911527516
a,0.45145446
c,31.70217937
b,1.110821314
a,0.116145405
a,0.663333873
a,2.628740484
b,6.486321018
b,0.27996781
c,4.561463576
b,1.926854257
a,0.206033487
a,3.552009999
a,0.239248002
c,20.42533856
b,4.020372778
a,13.6106963
a,3.089995235
b,6.909744583
b,3.976716321
a,7.183308769
c,1.241443793
a,11.42455594
a,1.600729453
c,22.18898302
a,2.403923827
b,4.358087137
c,0.712383645
a,4.981926082
b,2.857496292
b,2.94022562
a,1.759394251
b,9.36058177
c,31.41699769
a,0.164177036
a,3.527356968
b,1.413635708
b,8.117986092
a,5.754540791
b,7.276742868
b,3.572677009
a,1.172238096
b,2.467784518
c,4.281257475
c,0.565311918
a,1.031545217
a,14.74684535
c,5.248126018
b,15.14296904
b,1.960440617
c,11.64685566
a,0.174998725
a,4.776944532
b,8.460077716
a,13.04009293
a,3.499412221
a,0.146574264
b,8.382708117
a,3.846781826
a,2.843355373
a,11.04865958
a,3.008705617
b,3.869264197
a,4.151068064
c,7.922971757
c,2.555364599
a,0.306277121
b,16.19670372
a,4.552956573
a,1.65677682
a,6.07480105
a,2.436476778
c,3.157389248
a,6.563517917
a,0.912712784
a,3.757523517
a,11.78892975
a,16.5842377
b,2.042422567
c,7.891642854
b,0.602859519
a,0.069820729
a,13.95869125
a,0.083423983
a,13.82948183
a,6.037026625
a,1.30520759
a,7.939508482
a,19.74958318
a,10.97479948
b,19.29647948
b,12.22802107
c,36.29761701
a,16.94885366
c,24.67034785
a,0.142503856
b,10.27995536
a,2.789197469
c,12.87903928
a,17.90858413
a,2.122779683
b,0.896574441
b,7.864758961
a,0.190519241
c,12.22622141
b,4.597665142
a,2.817546744
c,10.14797125
c,0.348064412
a,1.233691119
b,3.931756731
a,3.303311251
b,3.651747195
b,12.29274254
c,11.39818448
c,10.9029113
b,5.25244971
a,9.358817683
b,0.868192926
b,4.0035467
b,0.973668238
b,4.475443412
a,4.593668091
c,16.26009647
c,1.67907459
a,3.953352402
c,30.95410883
a,1.746475927
a,4.062536592
a,11.789253
a,5.628651871
b,1.649124257
b,0.416512852
b,3.64874031
a,2.581487352
a,7.322668414
a,6.083907945
c,15.67529881
b,0.068639707
a,4.265186198
b,5.395746566
b,29.91854374
c,2.052061854
c,15.16699983
a,9.156492902
b,8.34978839
b,1.109023143
a,29.59026806
a,5.890239975
c,4.988065083
c,1.605259161
b,5.058232127
a,13.1467465
b,2.304346289
b,1.053718135
b,9.872309141
a,1.954352697
a,3.409132601
c,7.49268511
a,8.56453374
a,0.776399026
a,1.094470543
b,2.985972758
c,27.72852979
a,1.238738477
a,1.030969296
a,5.676622325
a,15.24512944
a,11.46546771
a,32.20935382
a,2.295816354
b,1.301967117
a,3.278420107
a,0.39945107
b,3.682700068
a,5.154839637
a,4.17621898
c,5.714450874
a,5.349900857
a,2.563511419
a,1.819040279
b,2.557278445
c,16.59841226
b,4.730966486
a,1.747724349
a,18.16499638
a,5.709196739
c,3.612853852
b,4.253288928
a,4.189234896
a,0.724330643
c,7.380073154
a,4.218408579
b,31.68483047
b,21.77501263
a,0.896895404
c,0.190984194
b,28.67968597
b,0.076638423
b,5.09036601
b,6.880766023
a,1.228580021
b,9.583536143
c,2.936776089
c,33.31581212
b,30.57879059
a,0.844343462
a,8.078420385
a,0.517746818
b,5.079908747
a,3.450585289
b,34.97997394
c,12.98130314
b,30.55911617
a,10.86834893
b,5.534858938
b,8.388228938
a,11.63892579
c,6.898093382
a,0.75745564
c,10.27854499
a,13.93502272
b,15.06796833
a,6.449764096
b,4.852422118
b,1.802179597
b,1.997937832
c,5.382071119
b,22.94556504
b,8.191022908
c,2.885681554
b,24.19702963
a,0.826327938
a,4.313344418
c,6.895013982
a,6.725862096
a,3.822740931
a,6.597207514
c,14.02245397
b,0.04361029
a,0.223784382
b,13.96217981
a,0.253604064
b,0.920904093
b,16.7446264
b,2.203139015
b,20.24088798
a,3.783020064
c,34.88478442
a,2.199807509
c,6.898196642
b,2.285562405
c,1.841645497
a,1.234849701
b,9.907411322
b,0.167708501
b,0.880872265
a,23.21523333
b,4.398104046
a,0.315116949
b,1.367841162
a,4.730594549
c,4.194752602
a,3.845270518
b,4.112530217
c,11.85129667
a,6.968592023
a,1.606767075
a,6.062220675
a,0.504922892
c,21.16439631
b,4.766935963
a,2.737218936
b,2.833213314
c,2.547588614
b,4.245671172
a,0.582294753
a,2.135606445
a,12.64104207
c,24.18616984
a,3.824077527
c,6.135911159
a,4.331367165
a,0.765462802
c,16.50736242
a,2.71966317
a,10.11724964
a,1.864222449
c,2.739338209
a,14.08686047
a,4.140887181
b,4.767126106
c,2.957595368
a,1.033422064
a,7.643038407
a,0.407865923
a,6.58749422
a,2.981535995
a,8.782743703
a,10.11979204
a,1.176080674
b,10.18819384
b,21.1182868
b,11.51897393
a,4.092012788
b,1.119451512
c,4.76669231
c,19.42216366
b,5.924046948
a,0.540930443
b,1.735548713
a,0.299947218
a,4.570034358
b,3.364199214
b,21.74342666
a,1.15536665
b,14.03999647
b,9.758921109
b,2.240330245
a,12.2891535
b,2.581290949
c,4.254221953
a,2.401360117
a,2.057366206
a,11.7675504
b,5.925041842
a,3.750592088
a,1.432259085
a,1.537405648
a,2.805930066
c,5.859883768
a,0.655229185
c,20.48014166
b,17.32144894
a,1.15836472
b,13.40664126
b,4.185491066
c,9.957786761
a,0.738749698
b,9.190380272
b,3.134809181
b,4.466065019
a,0.81564211
a,11.66689961
b,12.62202311
c,64.06287891
a,1.575960247
b,7.908056308
c,25.7901836
b,6.089887701
a,18.08893216
c,54.1657673
a,12.85904778
a,30.28247826
a,2.213365887
c,15.26364414
a,3.04204402
a,2.459387688
a,3.537999796
b,1.276131377
a,0.249591903
a,12.62729422
a,1.546045856
b,3.261276841
b,14.25607753
a,15.74417386
b,2.553047895
a,0.669112039
b,10.54510555
b,2.368423812
a,7.027342339
b,7.626625874
b,0.393896549
a,7.976273584
a,2.042846142
a,2.396222111
a,0.95997544
a,1.212520842
b,7.14314416
b,7.603255584
c,19.56265921
a,0.854337413
c,6.30873967
a,0.547288261
a,4.817560795
a,10.07133562
a,1.737239661
a,3.066533455
a,6.147656156
a,3.14631209
a,1.798583717
a,0.644002325
b,5.573494546
a,1.77497705
a,10.67061266
c,3.236708463
a,5.109497837
b,0.891750934
b,35.73502698
a,5.21053341
b,1.324539769
b,8.232491523
a,0.300527762
a,7.768040802
b,20.70263754
a,3.326326259
c,20.18785207
a,4.582204595
c,6.786531927
a,11.8935825
a,3.802704378
a,3.872263402
a,8.474406865
b,2.352997486
